-3.957369381707416700e+00,-2.130118212652445386e+00,-3.894461413732958066e-01,1.775639070476305204e+00,4.053010639287025541e+00,5.803005793584519623e+00,6.755791481947484023e+00,6.707440215888171409e+00,5.721221552955464418e+00,4.572686358019344866e+00,3.651021032254635479e+00,2.010199262692784927e+00,-9.373671831917367303e-01,-3.812128564360910410e+00,-5.143300034492511941e+00,-5.585667197028683972e+00,-6.349193640590279131e+00,-6.844109509996272322e+00,-5.901315541712189194e+00,-3.957369381707409151e+00
-1.642842302346587902e+00,-9.254818495424377289e-01,-1.284080231425888785e+00,-4.304807590530104200e+00,-5.294149339776300422e+00,-3.031934332066776872e+00,-2.308475860054806983e+00,-3.755963561440768927e+00,-2.677912984420365738e+00,7.436052283371570315e-01,1.753916090104659320e+00,9.686704508733828822e-01,2.571855550427494919e+00,4.987515783932182423e+00,4.258990040541497990e+00,2.553528460049424353e+00,3.253731328904135189e+00,3.507045162539803584e+00,6.267899558943221816e-01,-1.642842302346588124e+00
-4.131606876877381929e+00,-2.275798296851585523e+00,-5.538168254035735760e-01,1.573504961897940646e+00,3.869923090296939261e+00,5.680868173250949837e+00,6.709520028101065847e+00,6.754837286199385282e+00,5.826832326317277655e+00,4.658938173658686566e+00,3.740076575518287427e+00,2.208772734605476629e+00,-6.549153640704070689e-01,-3.615956423015675103e+00,-5.085969405656748599e+00,-5.542367256903233397e+00,-6.272742283001742081e+00,-6.849540591073051132e+00,-6.040560026992594089e+00,-4.131606876877382817e+00
-1.583654016197977299e+00,-1.021264332303923661e+00,-1.112612571565809949e+00,-4.046507454842380724e+00,-5.380462057681286048e+00,-3.238145041050142670e+00,-2.233978671414300621e+00,-3.669389226615495936e+00,-2.925242378266029064e+00,4.888669764589669287e-01,1.800883645255884513e+00,9.795048728821602602e-01,2.329604771016183129e+00,4.877398083195586764e+00,4.434051135341846361e+00,2.615691782869154380e+00,3.136090976916388939e+00,3.617457177804753510e+00,9.317063281964252930e-01,-1.583654016197981518e+00
-1.402003626202040554e+00,4.976809229205196861e-01,2.797149590651725859e+00,4.903072561100101368e+00,6.325538768772620557e+00,6.869710914111901268e+00,6.360279117912263303e+00,5.188461121102956319e+00,4.174840789945911013e+00,3.099283033948754262e+00,8.473732086645161532e-01,-2.320830609178860637e+00,-4.593486030574680967e+00,-5.348515300623786217e+00,-5.866604358058634894e+00,-6.687497969306983592e+00,-6.628009942595076254e+00,-5.099267311703290062e+00,-3.117174880887914945e+00,-1.402003626202037667e+00
-6.714234571238307803e-01,-2.481736216891076374e+00,-5.256268181557302022e+00,-4.469968372104411003e+00,-2.288414980578971303e+00,-2.934873308579788453e+00,-3.788007138105601967e+00,-1.181304494558501172e+00,1.636478386291598586e+00,1.340728302617780088e+00,1.287684767444378320e+00,3.834882660996905113e+00,5.090585989459745164e+00,3.330250485212640221e+00,2.593185335171190875e+00,3.715837990424897264e+00,2.533271351069380284e+00,-7.407017758572161936e-01,-1.550207343331803767e+00,-6.714234571238288929e-01
-3.658421685651932709e+00,-1.878236556390117995e+00,-9.341733154363995872e-02,2.130228040656136468e+00,4.361687642008876153e+00,6.001712324999261661e+00,6.818161049354880987e+00,6.606640613135796869e+00,5.535135084052536847e+00,4.428985155047477029e+00,3.481800007009762776e+00,1.636842693075875710e+00,-1.427858787285396058e+00,-4.122047724566884064e+00,-5.226982385721345103e+00,-5.670802919659920782e+00,-6.478126183078327216e+00,-6.805359779852713231e+00,-5.639939255590316947e+00,-3.658421685651927824e+00
-1.679408280631538908e+00,-7.852714057582425022e-01,-1.642961993866497217e+00,-4.709114181851957959e+00,-5.074090502006475489e+00,-2.710986184861703840e+00,-2.486913229327333941e+00,-3.849425512536602589e+00,-2.197000795531690365e+00,1.131424604139995127e+00,1.634323311839890991e+00,1.006046437259008552e+00,3.011598171231683274e+00,5.109307849994470629e+00,3.935984438386905815e+00,2.501922826790456078e+00,3.448244844382990060e+00,3.244933984015939910e+00,1.113856183306931591e-01,-1.679408280631543793e+00
1.083911322851600190e+00,3.403209259202647274e+00,5.355654824580458495e+00,6.564529533524785521e+00,6.837259013989953615e+00,6.077917511257602712e+00,4.884052817032706884e+00,3.941542750683500351e+00,2.647823583720965601e+00,3.234287892038656409e-02,-3.079808845129450745e+00,-4.907592333425260023e+00,-5.449718246438679969e+00,-6.084639528825498189e+00,-6.814345123575022534e+00,-6.343378636256395531e+00,-4.564718997077788387e+00,-2.641351661166245535e+00,-9.426901238702516395e-01,1.083911322851598191e+00
-3.359331504951696079e+00,-5.454165427949893008e+00,-3.785951702028880206e+00,-2.155176521702347081e+00,-3.378669544667759261e+00,-3.423189080790233874e+00,-2.161612641949575142e-01,1.826073497394151479e+00,1.090506676010655429e+00,1.791102382437917306e+00,4.492873545942615010e+00,4.805399515529202858e+00,2.864239346510250250e+00,2.856391783683585928e+00,3.763890034617443092e+00,1.680002981380888771e+00,-1.314002253808836951e+00,-1.274871269911839411e+00,-8.089611935002692933e-01,-3.359331504951693859e+00
